radio,1 Sí,2 No,TOTAL
060070410,5,0,5
060070411,11,0,11
060070412,1,1,2
060070413,13,1,14
060070501,98,5,103
060070502,0,0,0
060070503,14,1,15
060070504,22,1,23
060070505,7,0,7
060070506,8,1,9
060070507,9,1,10
060070508,6,0,6
060070509,17,0,17
060070510,8,0,8
060070511,11,1,12
060070512,14,1,15
060070513,3,0,3
060070514,25,1,26
060070515,30,1,31
060070516,10,0,10
060070601,409,17,426
060070602,20,0,20
060070603,16,0,16
060070604,1,0,1
060070605,19,1,20
060070606,33,2,35
060070607,1,0,1
060070608,12,1,13
060070609,19,1,20
060070610,19,0,19
060070611,16,0,16
060070612,108,10,118
060070613,18,0,18
060070614,8,2,10
060070615,20,2,22
060070701,29,1,30
060070702,614,35,649
060070703,14,1,15
060070704,10,0,10
060070801,87,9,96
060070802,307,32,339
060070803,719,23,742
060070804,559,31,590
060070805,428,39,467
060070806,732,28,760
060070807,732,27,759
060070808,576,28,604
060070809,844,48,892
060070810,719,24,743
060070811,564,33,597
060070812,476,24,500
060070813,586,38,624
060070814,959,43,1002
060070901,8,0,8
060070902,20,5,25
060070903,14,0,14
060070904,10,0,10
060070905,4,0,4
060070906,14,0,14
060071001,20,1,21
060071002,5,0,5
060071003,11,1,12
060071004,11,0,11
060071005,32,2,34
060071006,28,0,28
060071007,14,0,14
060071008,5,1,6
060071009,15,1,16
060071010,31,0,31
060071011,23,1,24
060071012,8,0,8
060071101,34,3,37
060071102,0,0,0
060071103,10,3,13
060071104,19,5,24
060071105,14,0,14
060071106,6,0,6
060071107,12,0,12
060071108,18,1,19
060071109,0,0,0
060071110,13,1,14
060071111,17,1,18
060140101,59,4,63
060140201,33,2,35
060140301,190,12,202
060140302,92,3,95
060140401,89,6,95
060140501,339,14,353
060140502,114,11,125
060140503,91,7,98
060140504,766,41,807
060140505,387,18,405
060140601,40,3,43
060140701,36,1,37
060140801,65,5,70
060140901,37,0,37
060141001,332,32,364
060141002,76,6,82
060141003,405,29,434
060141004,499,30,529
060141005,606,41,647
060141006,534,24,558
060141007,418,47,465
060141008,638,33,671
060141009,665,34,699
060141010,865,29,894
060141011,699,27,726
060141012,495,37,532
060141013,719,42,761
060141014,541,33,574
060141015,869,53,922
060141101,48,3,51
060141201,48,3,51
060141202,31,1,32
060141301,60,3,63
060141401,14,0,14
060141501,6,0,6
060210101,15,0,15
060210102,13,0,13
060210201,387,13,400
060210202,361,20,381
060210203,41,1,42
060210204,19,0,19
060210205,11,0,11
060210206,160,8,168
060210207,31,2,33
060210301,15,1,16
060210302,19,0,19
060210401,28,3,31
060210402,11,1,12
060210501,366,26,392
060210502,28,1,29
060210503,10,1,11
060210601,306,25,331
060210602,1128,60,1188
060210603,670,31,701
060210604,993,61,1054
060210605,570,18,588
060210606,691,36,727
060210607,1063,67,1130
060210608,346,15,361
060210609,73,4,77
060210610,262,24,286
060210611,879,46,925
060210612,596,39,635
060210701,17,0,17
060210702,10,1,11
060210801,168,14,182
060210802,11,0,11
060210803,35,4,39
060210804,37,2,39
060210901,29,2,31
060210902,18,1,19
060210903,30,1,31
060210904,33,0,33
060211001,24,3,27
060211002,104,5,109
060211003,22,2,24
060420101,1189,105,1294
060420102,643,25,668
060420103,643,34,677
060420104,566,19,585
060420105,659,30,689
060420106,609,48,657
060420107,607,45,652
060420108,888,25,913
060420109,1081,62,1143
060420201,136,10,146
060420301,154,15,169
060420401,105,9,114
060420501,271,11,282
060420601,136,15,151
060420701,146,10,156
060420801,100,10,110
060420901,218,20,238
060421001,133,11,144
060421101,53,4,57
060421102,405,34,439
060421103,827,86,913
060421201,126,11,137
060421301,86,4,90
060421401,149,9,158
060421501,90,13,103
060421601,74,1,75
060421701,99,6,105
060421801,55,2,57
060421901,923,80,1003
060421902,793,44,837
060421903,1055,85,1140
060421904,742,39,781
060421905,763,35,798
060421906,747,48,795
060421907,686,42,728
060421908,701,57,758
060421909,1411,149,1560
060490101,566,34,600
060490102,446,19,465
060490103,626,21,647
060490104,607,21,628
060490105,579,28,607
060490106,523,13,536
060490107,679,16,695
060490108,703,19,722
060490109,553,15,568
060490110,812,45,857
060490111,702,59,761
060490112,427,41,468
060490113,663,23,686
060490114,777,34,811
060490115,591,65,656
060490116,577,53,630
060490201,578,32,610
060490202,671,37,708
060490203,643,32,675
060490204,973,37,1010
060490205,1189,83,1272
060490206,712,29,741
060490207,594,23,617
060490208,758,30,788
060490209,864,49,913
060490210,606,70,676
060490211,780,30,810
060490212,849,66,915
060490213,689,59,748
060490301,119,9,128
060490302,67,4,71
060490401,336,19,355
060490402,251,22,273
060490403,259,19,278
060490404,260,16,276
060490405,397,37,434
060490406,421,38,459
060490407,538,48,586
060490501,600,28,628
060490502,539,20,559
060490503,537,25,562
060490504,1105,48,1153
060490505,787,40,827
060490506,633,22,655
060490507,772,35,807
060490508,1017,49,1066
060490601,780,38,818
060490602,725,52,777
060490603,1072,62,1134
060490604,686,42,728
060490605,658,31,689
060490606,933,45,978
060490607,918,54,972
060490608,1197,94,1291
060490609,908,56,964
060490610,426,30,456
060490611,1041,83,1124
060490612,885,92,977
060490613,1291,106,1397
060490614,862,68,930
060490615,420,36,456
060490701,13,1,14
060490702,84,5,89
060490801,47,3,50
060490901,81,6,87
060491001,296,17,313
060491002,278,22,300
060491003,465,31,496
060491004,255,18,273
060491005,282,21,303
060491006,302,14,316
060491007,344,17,361
060491008,457,33,490
060491009,149,9,158
060491101,71,6,77
060491102,89,9,98
060491201,94,5,99
060491301,84,3,87
060491401,42,3,45
060491402,44,5,49
060491501,78,9,87
060491601,78,12,90
060491701,83,10,93
060491801,231,18,249
060491901,142,13,155
060492001,944,37,981
060492002,986,30,1016
060492003,101,5,106
060492004,78,4,82
060492005,45,4,49
060492006,461,45,506
060492007,503,25,528
060492101,121,5,126
060492102,150,8,158
060492201,222,12,234
060492301,138,13,151
060492401,51,2,53
060492501,873,67,940
060492502,1460,103,1563
060492503,528,33,561
060492504,910,58,968
060492505,836,102,938
060492506,675,33,708
060492507,1186,83,1269
060492508,1009,52,1061
060492509,1247,72,1319
060492510,902,75,977
060560101,675,8,683
060560102,707,21,728
060560103,723,14,737
060560104,328,4,332
060560105,379,7,386
060560106,344,6,350
060560107,382,5,387
060560108,979,19,998
060560109,349,6,355
060560110,467,11,478
060560111,577,13,590
060560112,531,9,540
060560113,505,12,517
060560114,392,4,396
060560115,495,15,510
060560116,447,16,463
060560117,444,10,454
060560118,342,11,353
060560119,610,10,620
060560201,910,105,1015
060560202,1101,109,1210
060560203,534,12,546
060560204,584,14,598
060560205,541,22,563
060560206,414,18,432
060560207,659,27,686
060560208,835,22,857
060560209,663,19,682
060560210,734,21,755
060560211,908,40,948
060560212,856,40,896
060560213,439,12,451
060560214,613,26,639
060560301,349,11,360
060560302,447,5,452
060560303,635,14,649
060560304,654,22,676
060560305,291,10,301
060560306,649,9,658
060560307,584,20,604
060560308,457,17,474
060560309,533,18,551
060560310,676,28,704
060560311,871,36,907
060560312,585,20,605
060560401,984,36,1020
060560402,675,43,718
060560403,909,43,952
060560404,1129,53,1182
060560405,1065,31,1096
060560406,1032,37,1069
060560407,765,24,789
060560408,614,21,635
060560409,524,20,544
060560410,401,20,421
060560501,678,19,697
060560502,879,107,986
060560503,1223,114,1337
060560504,1089,40,1129
060560505,487,14,501
060560506,846,32,878
060560507,855,59,914
060560508,564,37,601
060560509,1073,49,1122
060560601,822,46,868
060560602,882,40,922
060560603,1003,54,1057
060560604,558,35,593
060560605,1199,69,1268
060560606,485,25,510
060560607,1138,57,1195
060560608,1027,62,1089
060560609,1084,54,1138
060560701,1040,46,1086
060560702,726,20,746
060560703,985,44,1029
060560704,1010,33,1043
060560705,633,32,665
060560706,676,29,705
060560707,1001,58,1059
060560708,746,28,774
060560709,1068,58,1126
060560710,906,28,934
060560711,1051,79,1130
060560801,1482,114,1596
060560802,1539,109,1648
060560803,1148,71,1219
060560804,1308,128,1436
060560805,1364,104,1468
060560806,762,53,815
060560807,743,62,805
060560808,274,18,292
060560809,1625,159,1784
060560810,613,64,677
060560811,64,8,72
060560812,843,73,916
060560813,1044,101,1145
060560814,1319,115,1434
060560815,659,91,750
060560901,601,13,614
060560902,602,17,619
060560903,546,25,571
060560904,612,14,626
060560905,541,15,556
060560906,790,22,812
060560907,576,26,602
060560908,626,20,646
060560909,436,29,465
060560910,473,20,493
060560911,551,27,578
060561001,273,8,281
060561002,349,6,355
060561003,490,9,499
060561004,615,16,631
060561005,386,11,397
060561006,350,10,360
060561007,508,13,521
060561008,680,31,711
060561009,520,10,530
060561010,477,15,492
060561011,475,11,486
060561101,462,11,473
060561102,329,12,341
060561103,301,6,307
060561104,389,7,396
060561105,368,4,372
060561106,372,8,380
060561107,458,10,468
060561108,400,11,411
060561109,331,4,335
060561110,612,19,631
060561111,435,8,443
060561112,567,17,584
060561113,485,11,496
060561114,404,16,420
060561201,566,15,581
060561202,516,14,530
060561203,367,8,375
060561204,557,14,571
060561205,476,5,481
060561206,435,7,442
060561207,357,5,362
060561208,466,8,474
060561209,480,11,491
060561210,238,6,244
060561211,309,5,314
060561301,994,17,1011
060561302,664,15,679
060561303,584,15,599
060561304,310,7,317
060561305,383,5,388
060561306,569,17,586
060561307,618,16,634
060561308,612,2,614
060561309,323,2,325
060561310,478,13,491
060561401,451,21,472
060561402,539,10,549
060561403,527,11,538
060561404,483,12,495
060561405,422,14,436
060561406,904,24,928
060561407,487,16,503
060561408,577,5,582
060561409,361,6,367
060561410,569,17,586
060561411,530,14,544
060561412,349,14,363
060561413,662,14,676
060561414,686,17,703
060561415,311,7,318
060561416,637,18,655
060561417,568,12,580
060561418,436,10,446
060561419,525,16,541
060561420,181,1,182
060561421,343,12,355
060561501,897,63,960
060561502,1155,97,1252
060561503,879,49,928
060561504,637,38,675
060561505,798,41,839
060561506,948,72,1020
060561507,820,39,859
060561508,1154,73,1227
060561509,537,31,568
060561510,596,19,615
060561511,664,31,695
060561512,1113,59,1172
060561513,670,49,719
060561514,1065,67,1132
060561515,1289,78,1367
060561516,534,34,568
060561517,503,44,547
060561601,542,15,557
060561602,520,22,542
060561603,575,21,596
060561604,435,12,447
060561605,732,26,758
060561606,407,11,418
060561607,437,13,450
060561608,808,20,828
060561609,741,33,774
060561610,678,17,695
060561611,729,25,754
060561612,551,11,562
060561613,711,23,734
060561614,560,12,572
060561701,825,34,859
060561702,791,23,814
060561703,810,26,836
060561704,537,19,556
060561705,401,8,409
060561706,741,19,760
060561707,783,23,806
060561708,605,16,621
060561709,625,23,648
060561710,581,23,604
060561801,1024,40,1064
060561802,948,41,989
060561803,533,21,554
060561804,760,37,797
060561805,773,39,812
060561806,751,23,774
060561807,880,30,910
060561808,877,40,917
060561809,799,35,834
060561810,685,20,705
060561901,938,46,984
060561902,911,35,946
060561903,1182,56,1238
060561904,1034,64,1098
060561905,1266,87,1353
060561906,1208,45,1253
060561907,1206,90,1296
060561908,788,90,878
060561909,723,60,783
060561910,1534,172,1706
060561911,928,38,966
060561912,1118,75,1193
060561913,1157,90,1247
060561914,623,25,648
060562001,962,27,989
060562002,913,23,936
060562003,746,21,767
060562004,712,23,735
060562005,856,21,877
060562006,580,9,589
060562007,506,10,516
060562008,475,16,491
060562009,503,17,520
060562010,545,24,569
060562101,840,40,880
060562102,752,23,775
060562103,564,21,585
060562104,616,34,650
060562105,876,32,908
060562106,523,12,535
060562107,1016,85,1101
060562108,480,29,509
060562109,618,25,643
060562110,691,29,720
060562111,981,65,1046
060562201,873,32,905
060562202,880,34,914
060562203,1010,60,1070
060562204,1131,56,1187
060562205,763,50,813
060562206,983,79,1062
060562207,624,28,652
060562208,1069,52,1121
060562209,554,19,573
060562210,740,37,777
060562211,628,30,658
060562212,416,25,441
060562213,885,111,996
060562214,929,50,979
060562215,887,42,929
060562216,857,43,900
060562217,932,46,978
060562301,592,92,684
060562302,835,65,900
060562303,1002,91,1093
060562304,1525,92,1617
060562305,665,37,702
060562306,922,69,991
060562307,801,62,863
060562308,810,42,852
060562309,1151,63,1214
060562310,725,32,757
060562311,510,24,534
060562312,540,35,575
060562313,608,42,650
060562314,853,63,916
060562315,784,49,833
060562316,890,81,971
060562401,1156,73,1229
060562402,1496,109,1605
060562403,913,68,981
060562404,1131,70,1201
060562405,1073,69,1142
060562406,1294,77,1371
060562407,1212,53,1265
060562408,2111,331,2442
060562409,1146,72,1218
060562410,794,57,851
060562411,520,30,550
060562412,1391,94,1485
060562413,1201,116,1317
060562414,666,59,725
060562415,722,67,789
060562416,1078,108,1186
060562417,516,38,554
060562501,1105,60,1165
060562502,1913,94,2007
060562503,863,68,931
060562504,1225,83,1308
060562505,1159,67,1226
060562506,1310,82,1392
060562507,1237,62,1299
060562508,1057,55,1112
060562509,1053,75,1128
060562510,894,48,942
060562511,901,39,940
060562512,976,45,1021
060562513,696,25,721
060562514,719,26,745
060562515,645,20,665
060562516,767,23,790
060562601,865,66,931
060562602,902,52,954
060562603,927,64,991
060562604,361,22,383
060562605,816,56,872
060562606,503,41,544
060562607,907,27,934
060562608,902,21,923
060562609,607,17,624
060562610,1703,115,1818
060562611,1216,105,1321
060562612,487,27,514
060562613,1320,119,1439
060562614,1103,91,1194
060562615,806,93,899
060562616,870,87,957
060562617,1398,154,1552
060562618,642,58,700
060562619,618,62,680
060562701,179,13,192
060562702,729,58,787
060562703,963,82,1045
060562704,889,67,956
060562705,380,13,393
060562706,297,21,318
060562707,998,87,1085
060562708,471,30,501
060562801,46,4,50
060562901,36,4,40
060563001,120,8,128
060563002,384,21,405
060563003,516,24,540
060563004,507,23,530
060563005,286,19,305
060563006,177,9,186
060563007,68,7,75
060563101,130,6,136
060563201,37,5,42
060563202,582,28,610
060563203,983,81,1064
060563204,280,28,308
060563205,935,52,987
060563206,1022,57,1079
060563207,518,43,561
060563208,792,60,852
060563209,1072,66,1138
060563210,833,46,879
060563211,848,58,906
060563212,22,0,22
060630101,884,60,944
060630102,822,35,857
060630103,912,60,972
060630104,1017,107,1124
060630105,1142,87,1229
060630106,756,19,775
060630107,749,25,774
060630108,1000,59,1059
060630109,1092,84,1176
060630110,604,39,643
060630111,702,34,736
060630112,563,17,580
060630113,620,26,646
060630114,666,40,706
060630115,1003,72,1075
060630116,709,52,761
060630117,646,40,686
060630201,1261,78,1339
060630202,750,24,774
060630203,731,20,751
060630204,873,70,943
060630205,946,43,989
060630206,436,55,491
060630207,884,41,925
060630208,897,24,921
060630301,29,2,31
