radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
020051303,170,562,1,733
020051304,157,549,5,711
020051305,189,562,2,753
020051306,232,573,11,816
020051307,196,518,1,715
020051308,247,667,2,916
020051309,278,708,4,990
020051401,178,469,1,648
020051402,156,496,2,654
020051403,333,771,6,1110
020051404,235,669,3,907
020051405,445,1095,9,1549
020051406,321,872,4,1197
020051407,95,347,2,444
020051408,179,433,9,621
020051409,242,636,6,884
020051501,347,729,5,1081
020051502,274,791,12,1077
020051503,161,396,9,566
020051504,297,853,7,1157
020051505,236,662,6,904
020051506,228,591,14,833
020051507,192,496,8,696
020051508,200,542,14,756
020051509,98,290,7,395
020051601,207,592,10,809
020051602,171,433,2,606
020051603,157,457,4,618
020051604,323,648,12,983
020051605,232,581,4,817
020051606,191,499,9,699
020051607,149,433,4,586
020051608,305,669,8,982
020051609,266,615,11,892
020051610,251,640,14,905
020051611,311,718,4,1033
020051701,217,468,5,690
020051702,224,551,13,788
020051703,182,542,7,731
020051704,251,559,4,814
020051705,201,515,1,717
020051706,207,546,2,755
020051707,247,626,4,877
020051708,238,664,5,907
020051709,134,394,5,533
020051710,229,497,3,729
020051711,213,635,7,855
020051801,253,650,7,910
020051802,246,618,6,870
020051803,273,552,3,828
020051804,225,541,3,769
020051805,265,533,6,804
020051806,208,455,2,665
020051807,226,473,1,700
020051808,122,276,3,401
020051809,201,456,3,660
020051810,216,578,2,796
020051811,156,530,4,690
020051901,251,563,3,817
020051902,195,468,4,667
020051903,219,671,13,903
020051904,316,637,3,956
020051905,195,540,8,743
020051906,210,575,6,791
020051907,119,313,0,432
020051908,204,684,9,897
020051909,123,459,3,585
020051910,197,565,8,770
020051911,299,709,6,1014
020052001,208,532,7,747
020052002,246,647,9,902
020052003,322,682,16,1020
020052004,225,540,12,777
020052005,266,600,5,871
020052006,235,584,3,822
020052007,256,611,8,875
020052008,274,590,8,872
020052009,245,575,7,827
020052010,263,646,18,927
020052011,211,574,10,795
020052012,303,558,17,878
020052101,231,591,6,828
020052102,239,592,4,835
020052103,155,356,13,524
020052104,248,630,3,881
020052105,186,421,5,612
020052106,176,514,3,693
020052107,187,490,13,690
020052108,243,453,8,704
020052109,185,517,10,712
020052110,155,424,5,584
020052111,189,484,5,678
020052201,227,481,2,710
020052202,239,550,7,796
020052203,166,441,5,612
020052204,265,636,2,903
020052205,202,559,10,771
020052206,258,623,20,901
020052207,423,1112,11,1546
020052208,213,471,10,694
020052209,281,585,7,873
020052210,267,554,7,828
020052211,260,583,16,859
020052212,231,631,11,873
020052213,175,473,7,655
020060101,184,458,9,651
020060102,224,573,3,800
020060103,240,621,6,867
020060104,177,487,13,677
020060105,320,746,3,1069
020060106,264,635,7,906
020060107,201,452,6,659
020060108,239,594,3,836
020060109,238,461,4,703
020060110,119,486,5,610
020060111,188,458,6,652
020060112,147,456,2,605
020060201,350,688,1,1039
020060202,273,604,0,877
020060203,217,353,4,574
020060204,176,466,3,645
020060205,176,441,1,618
020060206,258,614,1,873
020060207,167,536,1,704
020060208,320,728,10,1058
020060209,182,453,2,637
020060210,256,625,6,887
020060211,374,885,5,1264
020060301,266,667,0,933
020060302,265,582,10,857
020060303,244,626,5,875
020060304,201,405,3,609
020060305,178,505,9,692
020060306,266,586,5,857
020060307,220,620,2,842
020060308,189,521,2,712
020060309,335,744,20,1099
020060310,192,634,11,837
020060401,131,399,4,534
020060402,211,432,2,645
020060403,236,561,2,799
020060404,201,541,3,745
020060405,216,490,1,707
020060406,214,528,6,748
020060407,209,441,3,653
020060408,269,573,4,846
020060409,221,830,9,1060
020060410,214,559,2,775
020060411,257,477,2,736
020060501,174,547,1,722
020060502,272,699,8,979
020060503,184,564,2,750
020060504,199,407,2,608
020060505,248,659,3,910
020060506,183,475,2,660
020060507,204,519,9,732
020060508,118,336,2,456
020060509,139,410,3,552
020060510,264,673,7,944
020060511,255,646,1,902
020060512,106,249,4,359
020060601,293,781,3,1077
020060602,491,1271,4,1766
020060603,261,802,4,1067
020060604,128,339,3,470
020060605,146,512,3,661
020060606,209,553,1,763
020060607,189,524,3,716
020060608,232,731,6,969
020060609,193,540,3,736
020060701,166,404,6,576
020060702,206,565,9,780
020060703,202,717,2,921
020060704,180,650,2,832
020060705,193,556,2,751
020060706,116,541,9,666
020060707,272,818,3,1093
020060708,197,521,3,721
020060709,222,525,6,753
020060710,214,532,6,752
020060711,150,442,0,592
020060712,199,431,2,632
020060713,147,330,1,478
020060801,214,575,5,794
020060802,275,713,10,998
020060803,179,439,5,623
020060804,155,453,0,608
020060805,128,367,0,495
020060806,389,881,10,1280
020060807,154,484,7,645
020060808,302,959,24,1285
020060809,132,365,4,501
020060810,151,503,2,656
020060901,164,411,9,584
020060902,134,448,0,582
020060903,129,504,2,635
020060904,262,734,0,996
020060905,89,341,1,431
020060906,222,615,6,843
020060907,171,353,1,525
020060908,107,280,5,392
020060909,198,606,4,808
020060910,170,538,3,711
020061001,149,443,1,593
020061002,149,393,2,544
020061003,192,560,5,757
020061004,177,501,2,680
020061005,217,712,2,931
020061006,209,689,17,915
020061007,140,435,8,583
020061008,307,880,9,1196
020061009,146,344,2,492
020061010,237,680,0,917
020061101,278,735,4,1017
020061102,151,378,3,532
020061103,215,623,4,842
020061104,226,507,3,736
020061105,163,393,5,561
020061106,169,535,1,705
020061107,171,551,5,727
020061108,203,546,2,751
020061109,157,534,4,695
020061110,142,370,7,519
020061201,133,361,0,494
020061202,122,398,9,529
020061203,182,420,3,605
020061204,94,254,3,351
020061205,245,573,3,821
020061206,169,376,2,547
020061207,175,488,4,667
020061208,209,512,3,724
020061209,188,556,5,749
020061210,132,387,0,519
020061211,203,585,4,792
020061212,126,364,14,504
020061301,178,492,2,672
020061302,330,933,10,1273
020061303,168,569,5,742
020061304,342,862,1,1205
020061305,183,661,5,849
020061306,116,394,3,513
020061307,221,611,2,834
020061308,336,821,3,1160
020061309,182,694,3,879
020061401,218,642,4,864
020061402,164,436,4,604
020061403,171,649,3,823
020061404,257,765,1,1023
020061405,283,725,1,1009
020061406,277,815,10,1102
020061407,128,396,3,527
020061408,141,375,4,520
020061409,191,561,0,752
020061410,250,622,9,881
020061501,174,473,1,648
020061502,430,1191,6,1627
020061503,231,565,2,798
020061504,190,470,1,661
020061505,217,516,1,734
020061506,204,571,2,777
020061507,270,551,5,826
020061508,279,651,3,933
020061509,121,381,1,503
020061510,202,480,2,684
020061601,179,476,2,657
020061602,179,474,5,658
020061603,237,664,6,907
020061604,175,497,2,674
020061605,238,702,4,944
020061606,253,686,2,941
020061607,310,693,4,1007
020061608,345,972,4,1321
020061609,304,728,1,1033
020061610,298,807,6,1111
020061611,232,612,5,849
020061701,216,590,9,815
020061702,221,640,18,879
020061703,189,467,23,679
020061704,195,534,3,732
020061705,401,1265,10,1676
020061706,282,737,4,1023
020061707,149,434,5,588
020061801,159,447,4,610
020061802,134,467,4,605
020061803,135,499,2,636
020061804,153,549,1,703
020061805,183,607,6,796
020061806,266,796,2,1064
020061807,267,847,10,1124
020061808,262,761,14,1037
020061809,210,593,4,807
020061901,199,665,5,869
020061902,360,1068,7,1435
020061903,352,1032,5,1389
020061904,293,682,6,981
020061905,170,549,10,729
020061906,274,698,5,977
020061907,248,687,4,939
020061908,220,651,4,875
020062001,138,343,1,482
020062002,144,400,2,546
020062003,237,695,2,934
020062004,141,372,1,514
020062005,233,581,1,815
020062006,211,589,1,801
020062007,215,372,2,589
020062008,355,808,4,1167
020062009,208,528,4,740
020062010,202,640,4,846
020062101,163,437,2,602
020062102,253,697,7,957
020062103,292,701,9,1002
020062104,184,418,3,605
020062105,210,536,7,753
020062106,138,365,3,506
020062107,283,644,8,935
020062108,323,828,9,1160
020062109,203,512,2,717
020062110,222,581,3,806
020062111,273,694,6,973
020070101,148,416,19,583
020070102,265,582,13,860
020070103,243,577,18,838
020070104,212,479,17,708
020070105,106,291,23,420
020070106,194,506,15,715
020070107,121,335,10,466
020070108,151,550,2,703
020070109,151,478,18,647
020070110,264,817,11,1092
020070201,242,557,8,807
020070202,259,675,15,949
020070203,221,573,3,797
020070204,509,1175,26,1710
020070205,248,644,44,936
020070206,302,740,21,1063
020070207,213,465,10,688
020070208,181,490,17,688
020070209,280,674,11,965
020070301,179,498,2,679
020070302,253,665,5,923
020070303,306,774,12,1092
020070304,310,799,5,1114
020070305,217,539,4,760
020070306,228,648,26,902
020070307,331,785,15,1131
020070308,195,513,4,712
020070309,206,466,5,677
020070310,296,717,6,1019
020070401,225,814,3,1042
020070402,205,547,1,753
020070403,177,797,7,981
020070404,402,855,8,1265
020070405,162,654,0,816
020070406,336,792,13,1141
020070407,306,832,7,1145
020070408,243,663,3,909
020070409,181,404,6,591
020070410,230,650,11,891
020070501,172,557,1,730
020070502,155,476,2,633
020070503,220,616,5,841
020070504,245,758,8,1011
020070505,275,826,1,1102
020070506,148,466,5,619
020070507,181,458,3,642
020070508,178,534,9,721
020070509,290,758,8,1056
020070601,251,633,6,890
020070602,213,549,9,771
020070603,192,404,10,606
020070604,229,571,8,808
020070605,211,637,19,867
020070606,244,640,4,888
020070607,208,635,3,846
020070608,99,326,8,433
020070609,145,525,5,675
020070701,147,454,5,606
020070702,125,429,6,560
020070703,266,630,27,923
020070704,135,483,5,623
020070705,137,473,8,618
020070706,248,668,15,931
020070707,135,498,10,643
020070708,123,367,1,491
020070709,241,656,13,910
020070710,178,585,4,767
020070711,116,477,6,599
020070801,135,525,6,666
020070802,225,609,9,843
020070803,125,443,3,571
020070804,213,576,3,792
020070805,236,761,17,1014
020070806,267,597,5,869
020070807,144,499,6,649
020070808,190,587,9,786
020070901,166,468,4,638
020070902,164,439,4,607
020070903,118,403,3,524
020070904,186,606,10,802
020070905,133,340,4,477
020070906,245,614,6,865
020070907,204,523,0,727
020070908,202,731,7,940
020070909,184,480,2,666
020070910,164,491,13,668
020070911,147,403,4,554
020071001,168,538,8,714
020071002,73,293,5,371
020071003,148,419,5,572
020071004,172,491,11,674
020071005,207,411,4,622
020071006,185,556,4,745
020071007,170,514,12,696
020071008,290,748,0,1038
020071009,147,501,9,657
020071010,210,699,3,912
020071101,147,681,10,838
020071102,234,608,5,847
020071103,216,613,2,831
020071104,259,653,1,913
020071105,143,388,3,534
020071106,155,613,1,769
020071107,292,802,3,1097
020071108,238,726,5,969
020071109,225,720,8,953
020071110,177,444,3,624
020071201,239,743,8,990
020071202,141,421,1,563
020071203,233,515,10,758
020071204,224,542,3,769
020071205,201,513,2,716
020071206,197,523,3,723
020071207,169,415,9,593
020071208,161,410,4,575
020071209,243,551,1,795
020071301,149,541,7,697
020071302,171,517,1,689
020071303,256,694,5,955
020071304,145,397,5,547
020071305,203,594,1,798
020071306,234,488,1,723
020071307,136,366,34,536
020071308,138,396,6,540
020071309,133,343,4,480
020071310,141,340,3,484
020071311,219,507,3,729
020071312,197,470,4,671
020071313,154,396,5,555
020071314,204,487,5,696
020071315,121,361,3,485
020071401,239,557,6,802
020071402,256,534,6,796
020071403,207,474,16,697
020071404,183,489,4,676
020071405,279,612,10,901
020071406,329,736,9,1074
020071407,294,604,9,907
020071408,291,609,6,906
020071409,257,555,23,835
020071410,215,513,15,743
020071411,285,598,11,894
020071412,256,637,7,900
020071413,221,490,5,716
020071501,172,466,22,660
020071502,260,760,20,1040
020071503,258,648,15,921
020071504,167,459,6,632
020071505,210,467,5,682
020071506,259,746,10,1015
020071507,193,500,2,695
020071508,262,504,2,768
020071509,301,851,12,1164
020071510,301,662,10,973
020071511,296,804,18,1118
020071601,195,514,3,712
020071602,230,521,14,765
020071603,226,563,5,794
020071604,229,471,5,705
020071605,219,548,8,775
020071606,300,668,9,977
020071607,244,661,14,919
020071608,321,728,11,1060
020071609,290,689,39,1018
020071701,628,826,60,1514
020071702,518,850,88,1456
020071703,410,765,81,1256
020071704,520,890,97,1507
020071705,283,472,69,824
020071706,436,692,78,1206
020071707,787,1280,148,2215
020071708,356,598,53,1007
020071709,501,1104,82,1687
020071710,520,808,82,1410
020071711,185,309,17,511
020071801,556,791,57,1404
020071802,160,258,20,438
020071803,245,565,48,858
020071804,270,468,24,762
020071805,325,583,34,942
020071806,570,881,84,1535
020071807,391,735,33,1159
020071808,322,611,20,953
020071809,406,635,67,1108
020071810,508,798,55,1361
020071811,477,684,61,1222
020071901,250,564,20,834
020071902,476,1042,47,1565
020071903,426,781,47,1254
020071904,472,915,52,1439
020071905,436,836,38,1310
020071906,662,1093,47,1802
020072001,289,693,4,986
020072002,192,345,6,543
020072003,202,482,14,698
020072004,141,371,8,520
020072005,233,542,5,780
020072006,241,540,5,786
020072007,227,550,12,789
020072008,303,826,18,1147
020072009,231,627,12,870
020072010,294,941,24,1259
020072011,301,729,9,1039
020072012,198,428,12,638
020072013,432,1116,21,1569
020072101,314,764,22,1100
020072102,274,798,6,1078
020072103,237,688,5,930
020072104,124,422,1,547
020072105,181,484,0,665
020072106,191,687,6,884
020072107,165,531,2,698
020072108,103,318,3,424
020072109,181,506,3,690
020072110,233,652,7,892
020072111,187,597,3,787
020072112,269,625,4,898
020072201,153,466,1,620
020072202,238,632,4,874
020072203,221,625,5,851
020072204,253,648,5,906
020072205,300,640,5,945
020072206,306,557,7,870
020072207,155,375,6,536
020072208,158,386,2,546
020072209,188,402,11,601
020072210,213,542,4,759
020072211,205,517,3,725
020072212,128,439,4,571
020072213,193,527,10,730
020072301,230,573,2,805
020072302,216,689,36,941
020072303,194,508,2,704
020072304,170,439,7,616
020072305,178,525,4,707
020072306,207,530,8,745
020072307,222,573,3,798
020072308,214,557,7,778
020072309,168,536,5,709
020072401,190,670,5,865
020072402,233,643,7,883
020072403,382,766,19,1167
020072404,300,692,15,1007
020072405,253,650,4,907
020072406,276,727,6,1009
020072407,248,565,16,829
020072408,235,620,4,859
020072409,263,648,7,918
020072410,287,634,11,932
020072411,277,719,10,1006
020080101,404,628,28,1060
020080102,423,1031,46,1500
020080103,403,769,47,1219
020080104,690,955,79,1724
020080105,627,940,57,1624
020080106,661,1337,104,2102
020080107,422,770,66,1258
020080108,324,740,28,1092
020080109,728,1577,137,2442
020080110,500,853,63,1416
020080111,223,372,21,616
020080112,1147,1851,145,3143
020080201,366,840,17,1223
020080202,145,359,9,513
020080203,155,338,9,502
020080204,206,551,13,770
020080205,134,393,9,536
020080206,153,516,6,675
020080207,352,809,22,1183
020080208,269,584,11,864
020080209,233,566,8,807
020080210,137,392,1,530
020080301,216,677,21,914
020080302,163,589,9,761
020080303,153,385,17,555
020080304,190,548,18,756
020080305,205,491,7,703
020080306,84,295,6,385
020080307,179,542,8,729
020080308,562,1069,75,1706
020080309,629,1174,88,1891
020080310,530,994,45,1569
020080401,221,626,14,861
020080402,173,414,12,599
020080403,156,466,16,638
020080404,148,477,9,634
020080405,255,657,15,927
020080406,274,753,19,1046
020080407,201,590,12,803
020080408,210,614,9,833
020080409,209,532,11,752
020080410,239,589,26,854
020080411,173,527,12,712
020080501,221,537,15,773
020080502,206,518,31,755
020080503,232,534,19,785
020080504,225,602,16,843
020080505,144,446,7,597
020080506,212,568,18,798
020080507,261,691,25,977
020080508,165,430,12,607
020080509,270,599,6,875
020080510,322,770,10,1102
020080511,226,658,4,888
020080601,255,641,6,902
020080602,312,825,9,1146
